silence_windows,beacon_12,beacon_15,src2dst_max_piat_ms,wavelet_2,wavelet_11,wavelet_1,wavelet_0,window_delta_2,window_delta_6,window_delta_4,mean_packet_size_delta,main_class,second_class
1,60,714,20046,585.557,3780.759,1942.904,2177.511,65535,1022,65535,137.42857,valak,infostealer
4,0,0,95,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
7,-140,-140,59943,74096.713,1539.223,97040.521,2902.207,258,258,258,263.85714,icedid,infostealer
68,-140,-140,59976,74648.227,1539.223,97761.21,2927.25,514,513,514,69.09278,icedid,infostealer
0,0,0,0,93.531,5532.17,2771.859,0.0,0,0,65535,328.57143,valak,infostealer
0,0,0,0,3122.888,0.0,2177.889,0.0,0,0,0,388.85714,valak,infostealer
0,0,0,74506,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,446.869,0.0,343.654,0.0,0,0,0,0.0,qakbot,Obama271
3,0,0,159,24196.75,0.0,134561.006,0.0,64240,0,64240,226.42857,emotet,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,353.55556,hancitor,dropper
2,0,0,606,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,57693,827.525,3386.22,1111.584,469.034,65535,0,0,124.6,hancitor,dropper
0,0,0,0,24182.893,0.0,42859.156,0.0,64240,0,64240,226.28571,hancitor,dropper
3,0,0,428,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,344.09091,emotet,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,360.66667,hancitor,dropper
0,-111,-111,0,79175.456,1211.806,103631.046,3232.109,64240,64050,64053,335.09091,icedid,infostealer
1,0,0,3759,1078433.723,44828.939,151477.829,0.0,65535,0,0,312.41379,zloader,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
1,0,0,894,1078433.723,44828.939,151477.829,0.0,65535,0,0,264.85714,zloader,dropper
2,0,0,515,24120.54,261349.146,143592.174,0.0,64240,64240,64240,366.0,emotet,dropper
3,0,0,429,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,308.72727,emotet,dropper
1,0,0,897,1078433.723,44828.939,151477.829,0.0,65535,0,0,323.85714,zloader,dropper
2,0,0,2033,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,89.2,hancitor,dropper
2,0,0,414,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,183.66667,icedid,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,-54,614,0,11490.816,1925.279,15855.074,128.276,65535,0,65535,181.2,valak,infostealer
12,0,0,717,76490.47,1539.223,100168.56,3010.901,64,63,63,245.17526,valak,infostealer
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,111.77778,hancitor,dropper
3,0,0,444,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,466.7619,emotet,dropper
1,0,0,3885,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,398.0,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,72413,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
1,0,0,606,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,324.6,emotet,dropper
4,0,0,98,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
1,0,0,817,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,324.6,emotet,dropper
1,0,0,288,201446.169,0.0,888971.817,0.0,0,0,0,257.0,zloader,dropper
69,-140,-140,59950,80704.004,1539.223,105674.589,3202.226,255,255,255,69.01031,icedid,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
1,-120,596,74985,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,362.33333,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
4,0,0,101,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
1,0,0,258,0.0,0.0,42143.564,37143.0,64240,0,64240,395.66667,icedid,infostealer
0,0,0,0,4585.569,2673.727,15206.537,60157.457,8192,64,8192,274.88889,valak,infostealer
2,0,0,308,59472.973,14662.998,80992.884,11983.939,0,0,0,161.55556,icedid,infostealer
2,0,0,655,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,162036.817,12449.981,49696.879,0.0,65535,0,0,387.14286,valak,infostealer
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,186.33333,icedid,infostealer
0,710,-17793,0,11378.027,30659.489,15634.392,627.417,65535,65535,1023,183.0,valak,infostealer
0,-54,614,0,11490.816,1925.279,15855.074,128.276,65535,0,65535,148.85714,valak,infostealer
2,0,0,160,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
3,-2320,-2184,80277,145989.565,12123.202,44028.884,57510.142,65535,0,65535,296.36364,qakbot,
1,0,0,601,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,341.68421,emotet,dropper
2,0,0,457,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
3,0,0,388,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
3,-2320,-2184,80022,145989.565,12123.202,44028.884,57510.142,65535,0,65535,286.09524,qakbot,
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,360.66667,hancitor,dropper
3,-754,-646,109870,608.227,10432.563,1968.046,1877.036,65535,65535,65535,165.2,valak,infostealer
2,0,0,74931,2613.665,0.0,6344.162,0.0,64240,64037,64240,114.0,hancitor,dropper
1,0,0,1228,20167.984,49446.678,35682.303,14514.265,64240,0,0,360.55556,hancitor,dropper
0,0,0,0,68493.163,1539.223,89718.088,2647.765,0,0,0,263.85714,valak,infostealer
2,0,0,718,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
1,0,0,754,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,54,54,0,19051.812,8253.488,10347.454,132986.747,65535,65535,65535,246.9,qakbot,
0,0,0,0,118139.721,10028.574,132654.646,0.0,64240,64240,64240,806.18557,hancitor,dropper
2,0,0,455,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
4,0,0,59956,65278.643,8006.893,87903.782,190.866,0,0,0,244.5,valak,infostealer
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,863.38144,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
2,0,0,159,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
3,0,0,716,24120.54,261349.146,143592.174,0.0,64240,64240,64240,820.17857,emotet,dropper
1,0,0,75037,827.525,3386.22,1111.584,469.034,65535,0,0,155.2,hancitor,dropper
6,0,0,521,24196.75,0.0,134561.006,0.0,64240,0,64240,896.39175,emotet,dropper
3,0,0,491,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,478.26087,emotet,dropper
1,0,0,75127,187.061,3363.643,1617.86,0.0,65535,65535,0,145.75,hancitor,dropper
3,0,0,139,1912.184,0.0,64348.131,0.0,65535,0,65535,636.43243,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
1,-1613,-1352,108253,8870.277,4081.452,46737.861,47221.474,65535,65535,65535,272.44444,qakbot,
4,0,0,102,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.2,hancitor,dropper
0,-91289,205,0,516.151,1032.302,133111.437,0.0,512,511,511,329.63636,icedid,infostealer
0,0,0,8000,69352.093,96529.173,92753.442,6363.535,0,0,0,2.4,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,0.0,0.0,12074.555,0.0,0,0,0,313.14286,qakbot,Obama271
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,360.55556,hancitor,dropper
2,0,0,98,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,362.44444,hancitor,dropper
0,0,0,0,0.0,0.0,36425.899,0.0,0,0,0,350.7619,qakbot,Obama271
1,0,0,135,1078433.723,44828.939,151477.829,0.0,65535,0,0,241.85714,zloader,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
1,0,0,15477,4585.569,2673.727,15206.537,60157.457,8192,64,8192,275.77778,valak,infostealer
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,186.33333,icedid,infostealer
0,0,0,0,103.923,0.0,390267.789,23884.0,0,40960,40960,260.54545,dridex,infostealer
0,0,0,0,1078433.723,44828.939,151477.829,0.0,65535,0,0,213.85714,zloader,dropper
3,0,0,446,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
5,0,0,3182,4585.569,2673.727,15206.537,60157.457,8192,64,8192,382.4,valak,infostealer
3,0,0,68523,207.846,0.0,169.706,57372.0,63309,0,0,524.75758,dridex,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,427.817,0.0,35718.792,0.0,0,0,0,494.87273,qakbot,Obama271
1,-108,635,75784,1961.971,3054.149,726.205,738.793,65535,65535,0,123.2,hancitor,dropper
3,0,0,498,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,457.61905,emotet,dropper
2,0,0,1676,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
11,0,0,69701,1960.458,5797.749,4390.653,2273.574,0,0,0,9.5625,icedid,infostealer
2,0,0,405,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,0.0,0.0,8348.103,0.0,0,0,0,280.77778,qakbot,Obama271
0,0,0,0,0.0,0.0,36425.899,0.0,0,0,0,474.97436,qakbot,Obama271
1,0,0,3890,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,0.0,0.0,31597.774,0.0,0,0,0,452.44444,qakbot,Obama271
0,0,0,7178,63312.218,14156.762,108089.687,25425.564,0,0,0,2.4,hancitor,dropper
0,0,0,0,753.442,0.0,615.183,0.0,0,0,0,111.0,qakbot,Obama271
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,362.33333,hancitor,dropper
8,-2320,-2184,1904,145989.565,12123.202,44028.884,57510.142,65535,0,65535,700.68041,qakbot,
1,0,0,765,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
3,0,0,151,24196.75,0.0,134561.006,0.0,64240,0,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,-111,-111,0,632.989,1211.806,995.769,334.289,64049,64043,64046,751.50515,icedid,infostealer
3,0,0,100502,197.454,0.0,1994.041,66805.0,256,255,255,133.2,emotet,dropper
1,0,0,664,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
1,0,0,48,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
5,0,0,101,0.0,0.0,122601.002,0.0,0,0,0,777.89691,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,1078433.723,44828.939,151477.829,0.0,65535,0,0,648.61856,zloader,dropper
2,0,0,358,58623.177,73161.32,85116.838,31928.622,64240,0,64240,364.22222,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
1,0,0,738,139760.912,0.0,123383.062,0.0,64240,63917,64240,180.6,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,5.33333,qakbot,Obama271
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
4,0,0,101,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.2,hancitor,dropper
5,0,0,81,0.0,0.0,155057.203,0.0,0,0,0,609.23711,icedid,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
1,-120,596,75051,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
0,-111,-111,0,79175.456,1211.806,103631.046,3232.109,64240,64050,64053,224.7,icedid,infostealer
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
2,0,0,417,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,0.0,0.0,11603.622,0.0,0,0,0,374.47619,qakbot,Obama271
4,0,0,99,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
0,-120,596,0,688.126,3020.57,1192.307,2799.17,63515,64240,64240,142.90909,hancitor,dropper
1,0,0,816,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,324.6,emotet,dropper
0,0,0,0,3086.515,6231.919,2142.534,0.0,0,0,0,390.85714,valak,infostealer
0,0,0,0,429.549,0.0,2983.991,0.0,0,0,0,4.66667,hancitor,dropper
0,-754,-646,0,608.227,10432.563,1968.046,1877.036,65535,65535,65535,163.2,valak,infostealer
0,0,0,0,710.259,3407.756,1104.566,890.473,0,0,0,215.42857,valak,infostealer
0,710,-17793,0,11378.027,30659.489,15634.392,627.417,65535,65535,1023,266.66667,valak,infostealer
1,0,0,31847,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
70,0,0,60849,76490.47,1539.223,100168.56,3010.901,64,63,63,68.96907,valak,infostealer
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
1,0,0,728,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,334.0,emotet,dropper
0,710,-17793,0,11378.027,30659.489,15634.392,627.417,65535,65535,1023,166.0,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,1912.184,0.0,64348.131,0.0,65535,0,65535,385.42857,valak,infostealer
2,0,0,205,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
1,0,0,763,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
1,0,0,758,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,362.44444,emotet,dropper
3,0,0,196,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
4,0,0,97,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
5,0,0,59954,52537.361,8718.841,81139.389,78244.726,0,0,0,241.75,valak,infostealer
2,0,0,409,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,76490.47,1539.223,100168.56,3010.901,64,63,63,263.71429,valak,infostealer
0,-111,-111,0,632.989,1211.806,995.769,334.289,64049,64043,64046,187.2,icedid,infostealer
4,0,0,149,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
3,-2320,-2184,79485,145989.565,12123.202,44028.884,57510.142,65535,0,65535,299.54545,qakbot,
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,0.0,icedid,infostealer
0,0,0,0,0.0,0.0,17297.246,0.0,0,0,0,489.92857,qakbot,Obama271
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,0.0,qakbot,Obama271
2,-54,-22044,81306,10505.831,352.259,14600.776,193.083,65535,0,65535,191.8,valak,infostealer
0,0,0,0,52537.361,8718.841,81139.389,78244.726,0,0,0,241.75,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,-54,614,35183,11490.816,1925.279,15855.074,128.276,65535,0,65535,267.77778,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
3,0,0,408,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,1912.184,0.0,64348.131,0.0,65535,0,65535,193.71429,valak,infostealer
8,0,0,531,23891.909,0.0,178223.436,0.0,64240,0,64240,1620.74227,emotet,dropper
0,-1613,-1352,0,8870.277,4081.452,46737.861,47221.474,65535,65535,65535,197.23711,qakbot,
0,0,0,0,7179.215,8981.859,3021.798,59872.159,0,0,0,308.75,qakbot,Obama271
0,0,0,0,24182.893,0.0,42859.156,0.0,64240,0,64240,869.5,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.6,hancitor,dropper
11,0,0,148,121427.154,0.0,832072.348,0.0,0,0,0,986.74227,zloader,dropper
3,0,0,409,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,-111,-111,0,79175.456,1211.806,103631.046,3232.109,64240,64050,64053,210.70103,icedid,infostealer
3,0,0,59954,7300.594,0.0,136149.168,0.0,0,0,0,244.5,valak,infostealer
2,0,0,467,24196.75,0.0,134561.006,0.0,64240,0,64240,366.0,emotet,dropper
4,0,0,95,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
0,-54,-22044,53678,10505.831,352.259,14600.776,193.083,65535,0,65535,324.75,valak,infostealer
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,141.0,qakbot,Obama271
2,0,0,409,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
2,0,0,122,198224.555,0.0,138375.14,0.0,0,0,0,147.75,hancitor,dropper
6,0,0,241,0.0,0.0,0.0,128365.0,0,0,0,2019.05155,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,410.66667,hancitor,dropper
0,0,0,0,68493.163,1539.223,89718.088,2647.765,0,0,0,300.10309,valak,infostealer
0,60,714,0,585.557,3780.759,1942.904,2177.511,65535,1022,65535,231.71429,valak,infostealer
0,0,0,6,0.0,0.0,862.67,102539.0,64240,0,0,2.0,hancitor,dropper
2,0,0,1403,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
3,0,0,481,0.0,0.0,0.0,107860.0,0,0,0,1090.18557,emotet,dropper
4,0,0,94,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
1,0,0,940,1078433.723,44828.939,151477.829,0.0,65535,0,0,327.85714,zloader,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
3,-108,635,74671,1961.971,3054.149,726.205,738.793,65535,65535,0,123.2,hancitor,dropper
2,0,0,701,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,326.2,emotet,dropper
2,0,0,75059,827.428,3253.616,1343.543,2732.592,63347,0,0,115.4,hancitor,dropper
0,0,0,0,187.061,374.123,2600.739,0.0,63155,64240,64240,162.0,hancitor,dropper
0,-54,614,0,11490.816,1925.279,15855.074,128.276,65535,0,65535,180.0,valak,infostealer
0,0,0,0,68493.163,1539.223,89718.088,2647.765,0,0,0,758.0,valak,infostealer
2,-54,-22044,76113,10505.831,352.259,14600.776,193.083,65535,0,65535,134.8,valak,infostealer
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,197.09091,icedid,infostealer
1,0,0,32626,58913.527,8937.62,89735.313,90927.512,0,0,0,246.625,valak,infostealer
3,0,0,448,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,357.47368,emotet,dropper
2,0,0,106687,2924.971,8062.317,3784.431,1174.01,0,0,0,187.6,qakbot,
0,0,0,0,3086.515,6231.919,2142.534,0.0,0,0,0,306.57143,valak,infostealer
1,60,714,38878,585.557,3780.759,1942.904,2177.511,65535,1022,65535,174.0,valak,infostealer
1,0,0,399,7427.034,0.0,847720.621,0.0,0,0,0,268.75,zloader,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,360.55556,hancitor,dropper
3,0,0,517,0.0,0.0,0.0,96403.0,0,0,0,1085.45361,emotet,dropper
1,-120,596,74920,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
3,0,0,468,0.0,0.0,17199.665,0.0,0,0,0,631.07143,qakbot,Obama271
2,0,0,350,58623.177,73161.32,85116.838,31928.622,64240,0,64240,366.0,emotet,dropper
1,-108,635,75972,1961.971,3054.149,726.205,738.793,65535,65535,0,123.2,hancitor,dropper
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,194.18182,icedid,infostealer
4,0,0,409,58623.177,73161.32,85116.838,31928.622,64240,0,64240,1250.10309,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
3,0,0,225,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,205599.627,0.0,71511.123,0.0,64240,0,64240,1262.68041,hancitor,dropper
0,0,0,3016,620.074,0.0,1012.577,0.0,0,0,0,0.0,qakbot,Obama271
9,-140,-140,528,74096.713,1539.223,97040.521,2902.207,258,258,258,357.42268,icedid,infostealer
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,0,4585.569,2673.727,15206.537,60157.457,8192,64,8192,276.22222,valak,infostealer
3,0,0,438,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,408.41667,emotet,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,7179.215,8981.859,3021.798,59872.159,0,0,0,253.77778,qakbot,Obama271
1,0,0,905,1078433.723,44828.939,151477.829,0.0,65535,0,0,313.65517,zloader,dropper
0,-1613,-1352,0,8870.277,4081.452,46737.861,47221.474,65535,65535,65535,201.6,qakbot,
1,757,757,64999,17322.823,21545.05,30572.814,95262.249,64240,64240,64240,177.8,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.2,hancitor,dropper
2,-54,-22044,89889,10505.831,352.259,14600.776,193.083,65535,0,65535,135.4,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,409,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
5,0,0,1178,20167.984,49446.678,35682.303,14514.265,64240,0,0,908.84536,hancitor,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,29.33333,qakbot,Obama271
0,0,0,0,1912.184,0.0,64348.131,0.0,65535,0,65535,817.92157,valak,infostealer
2,0,0,470,24196.75,0.0,134561.006,0.0,64240,0,64240,366.0,emotet,dropper
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,194.18182,icedid,infostealer
59,60,60,119819,68536.456,957.617,89693.958,2823.489,516,516,516,15.51648,icedid,infostealer
2,0,0,70038,187.061,3363.643,1617.86,0.0,65535,65535,0,116.6,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,429.549,0.0,2983.991,0.0,0,0,0,300.0,hancitor,dropper
0,0,0,0,162036.817,12449.981,49696.879,0.0,65535,0,0,385.14286,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
1,0,0,625,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,360.66667,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,59472.973,14662.998,80992.884,11983.939,0,0,0,165.77778,icedid,infostealer
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,0,176404.179,0.0,302360.274,0.0,0,0,0,178.0,hancitor,dropper
5,757,757,125,17322.823,21545.05,30572.814,95262.249,64240,64240,64240,876.5567,emotet,dropper
1,0,0,1840,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,362.44444,emotet,dropper
2,0,0,479,69352.093,96529.173,92753.442,6363.535,0,0,0,100.6,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,1,162036.817,12449.981,49696.879,0.0,65535,0,0,385.71429,valak,infostealer
2,0,0,410,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
2,0,0,107344,2924.971,8062.317,3784.431,1174.01,0,0,0,232.33333,qakbot,
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
